division,order_number,customer_name,proj_num,order_create_date,eck_date,BD_Act_Compl_Date,budget_hours,acutal_hours,Complexity,eck_lead_wks,eck_range_high,eck_range_low,include,days_to_book,eck_month,book_month,fiscal_year,above_limit
VP,1901766301,"DPH GENERAL CONTRACTORS, LLC",19017663,2019-08-20,2019-12-13,NA,176.9,114.5,Moderate (100-200),16.43,16.42,1.38,No,NA,2019-12-01,NA,2020,0.00999999999999801
VP,1901339001,"BAKER BUILDERS, LLC",19013390,2019-06-17,2019-10-02,2019-10-08,131.25,115,Moderate (100-200),15.29,15.28,1.03,No,6,2019-10-01,2019-10-01,2020,0.00999999999999979
BUTLER,1803025101,"WITMER'S, INC.",18030251,2018-05-04,2018-08-16,2018-08-17,114,96.25,Moderate (100-200),14.86,14.85,0.9,No,1,2018-08-01,2018-08-01,2019,0.00999999999999979
VP,1700763401,"HANSEN-RICE, INC.",17007634,2017-03-31,2017-07-20,2017-09-27,154,187.15,Moderate (100-200),15.86,15.85,1.21,No,69,2017-07-01,2017-09-01,2018,0.00999999999999979
VP,1802209801,"CHG BUILDING SYSTEMS, INC.",18022098,2018-02-13,2018-07-16,2018-08-21,393.66,58.25,Complex (200-400),21.86,21.84,3,No,36,2018-07-01,2018-08-01,2019,0.0199999999999996
BUTLER,1803541601,"RICE COMPANIES, INC",18035416,2018-07-11,2018-10-25,2018-10-25,125,175.25,Moderate (100-200),15.14,15.12,0.99,No,0,2018-10-01,2018-10-01,2019,0.0200000000000014
VP,1803520201,"BRAND CONSTRUCTION, INC.",18035202,2018-07-09,2018-10-22,2018-10-23,118.9,226,Moderate (100-200),15,14.97,0.94,No,1,2018-10-01,2018-10-01,2019,0.0299999999999994
VP,1702619901,"HANSEN-RICE, INC.",17026199,2017-11-03,2018-02-09,2018-02-12,78.96,127.17,Simple (<=100),14,13.97,0.64,No,3,2018-02-01,2018-02-01,2018,0.0299999999999994
VP,1900211701,"JESCO, INC. CONSTRUCTION",19002117,2019-02-07,2019-06-04,2019-06-04,186.82,219,Moderate (100-200),16.71,16.67,1.45,No,0,2019-06-01,2019-06-01,2019,0.0399999999999991
VP,1901633401,"CLENDENIN BROS., INC.",19016334,2019-07-29,2019-11-20,2019-11-21,169.96,236.9,Moderate (100-200),16.29,16.25,1.32,No,1,2019-11-01,2019-11-01,2020,0.0399999999999991
VP,1900287801,"BUILDING STRUCTURES & EXTERIORS, LLC",19002878,2019-06-03,2019-09-04,2019-10-15,50.12,73.13,Simple (<=100),13.29,13.25,0.43,No,41,2019-09-01,2019-10-01,2020,0.0399999999999991
VP,1901007001,PARIC CORPORATION,19010070,2019-05-20,2019-09-20,2019-09-20,220.79,231.75,Complex (200-400),17.57,17.52,1.71,No,0,2019-09-01,2019-09-01,2020,0.0500000000000007
BUTLER,1802070201,"U-HAUL INTERNATIONAL, INC.",18020702,2018-01-25,2018-05-23,2018-05-25,192,165.5,Moderate (100-200),16.86,16.8,1.49,No,2,2018-05-01,2018-05-01,2018,0.0599999999999987
BUTLER,1701009701,"GRAE-CON CONSTRUCTION, INC.",17010097,2017-04-17,2017-08-16,2017-08-17,209,397.5,Complex (200-400),17.29,17.23,1.62,No,1,2017-08-01,2017-08-01,2018,0.0599999999999987
BUTLER,1901454101,"RUSSELL P. LEFROIS BUILDER, INC.",19014541,2019-07-02,2019-10-07,2019-10-07,72,112.5,Simple (<=100),13.86,13.8,0.59,No,0,2019-10-01,2019-10-01,2020,0.0599999999999987
VP,1802543201,"BCM CONSTRUCTION COMPANY, INC.",18025432,2018-03-16,2018-06-25,2018-07-18,94.61,107.47,Simple (<=100),14.43,14.37,0.76,No,23,2018-06-01,2018-07-01,2018,0.0600000000000005
BUTLER,1701996301,"YOUNG CONSTRUCTION GROUP OF IDAHO, INC.",17019963,2017-08-17,2018-01-09,2018-01-09,346,542,Complex (200-400),20.71,20.65,2.64,No,0,2018-01-01,2018-01-01,2018,0.0600000000000023
BUTLER,1802626801,"ALTMANN CONSTRUCTION COMPANY, INC.",18026268,2018-03-23,2018-06-19,2018-06-26,20,13,CII/FT,12.57,12.5,0.2,No,7,2018-06-01,2018-06-01,2018,0.0700000000000003
BUTLER,1702408601,"T. VIOLE' CONSTRUCTION COMPANY, INC",17024086,2017-10-05,2018-03-12,2018-03-09,420,219.25,High Complex (400-800),22.57,22.5,3.2,No,-3,2018-03-01,2018-03-01,2018,0.0700000000000003
BUTLER,1701728401,"ROZELL INDUSTRIES, INC.",17017284,2017-07-17,2017-10-27,2017-10-30,100,113.25,Simple (<=100),14.57,14.5,0.8,No,3,2017-10-01,2017-10-01,2018,0.0700000000000003
BUTLER,1702485301,"TWIN PINES CONSTRUCTION, LLC",17024853,2017-10-17,2018-05-09,2018-06-19,682,732.75,High Complex (400-800),29.14,29.05,5.17,No,41,2018-05-01,2018-06-01,2018,0.0899999999999999
VP,1803102801,"1848 CONSTRUCTION, INC.",18031028,2018-05-15,2018-08-16,2018-08-16,48,135,Simple (<=100),13.29,13.2,0.41,No,0,2018-08-01,2018-08-01,2019,0.0899999999999999
BUTLER,1702264101,WALKER DESIGN & CONSTRUCTION CO.,17022641,2017-09-20,2018-01-05,2018-01-08,128,43.75,Moderate (100-200),15.29,15.2,1.01,No,3,2018-01-01,2018-01-01,2018,0.0899999999999999
VP,1804370201,"BC CONSTRUCTION GROUP, LLC",18043702,2018-10-31,2019-02-06,2019-02-07,76.6,112.5,Simple (<=100),14,13.91,0.62,No,1,2019-02-01,2019-02-01,2019,0.0899999999999999
VP,1802009201,DUBLIN BUILDING SYSTEMS,18020092,2018-04-09,2018-07-20,2018-07-20,98.65,94.25,Simple (<=100),14.57,14.47,0.79,No,0,2018-07-01,2018-07-01,2019,0.0999999999999996
VP,1803825701,ROY NESS CONTRACTING,18038257,2018-08-27,2018-12-17,2018-12-18,155.8,264.5,Moderate (100-200),16,15.89,1.22,No,1,2018-12-01,2018-12-01,2019,0.109999999999999
VP,1902075401,PARIC CORPORATION,19020754,2019-09-26,2020-01-28,NA,224.01,28.5,Complex (200-400),17.71,17.6,1.73,No,NA,2020-01-01,NA,2020,0.109999999999999
BUTLER,1804187701,A. V. LAKE CONSTRUCTION COMPANY,18041877,2018-10-03,2019-02-06,2019-02-07,235,380.5,Complex (200-400),18,17.88,1.81,No,1,2019-02-01,2019-02-01,2019,0.120000000000001
BUTLER,1902217901,DURA CONSTRUCTION LTD.,19022179,2019-10-14,2020-02-11,NA,201,53.25,Complex (200-400),17.14,17.02,1.56,No,NA,2020-02-01,NA,2020,0.120000000000001
VP,1802840901,OLIVER CONSTRUCTION CO.,18028409,2018-04-16,2018-08-07,2018-08-13,160.31,134,Moderate (100-200),16.14,16.01,1.25,No,6,2018-08-01,2018-08-01,2019,0.129999999999999
BUTLER,1602341701,OREILLY AUTOMOTIVE,16023417,2016-10-10,2017-01-24,2018-11-02,120,116,Moderate (100-200),15.14,15,0.95,No,647,2017-01-01,2018-11-01,2017,0.140000000000001
BUTLER,1902024801,"LARSON-DANIELSON CONSTR. CO., INC",19020248,2019-09-19,2020-01-10,NA,160,70.95,Moderate (100-200),16.14,16,1.25,No,NA,2020-01-01,NA,2020,0.140000000000001
VP,1803185701,"MALOUF CONSTRUCTION, LLC",18031857,2018-05-25,2018-09-19,2018-09-19,182.43,140,Moderate (100-200),16.71,16.56,1.42,No,0,2018-09-01,2018-09-01,2019,0.150000000000002
VP,1900245701,INDUSTRIAL BUILDING SYSTEMS,19002457,2019-01-31,2019-05-09,2019-05-09,73.5,85.5,Simple (<=100),14,13.84,0.6,No,0,2019-05-01,2019-05-01,2019,0.16
VP,1802143801,METAL CRAFT CONSTRUCTION,18021438,2018-03-07,2018-06-08,2018-06-15,44.89,65.67,Simple (<=100),13.29,13.12,0.39,No,7,2018-06-01,2018-06-01,2018,0.17
VP,1804102801,ASCENT CONSTRUCTION,18041028,2018-10-19,2019-01-22,2019-01-23,56.12,113,Simple (<=100),13.57,13.4,0.47,No,1,2019-01-01,2019-01-01,2019,0.17
VP,1700669601,"CANNON BUILDING SYSTEMS, INC.",17006696,2017-03-09,2017-06-13,2017-06-20,61.61,64.95,Simple (<=100),13.71,13.54,0.51,No,7,2017-06-01,2017-06-01,2017,0.170000000000002
BUTLER,1901711601,ISLAND INDUSTRIES LTD.,19017116,2019-08-07,2019-12-03,NA,187,192,Moderate (100-200),16.86,16.68,1.45,No,NA,2019-12-01,NA,2020,0.18
VP,1901477801,LAMMERS CONSTRUCTION,19014778,2019-07-08,2019-10-18,2019-10-21,95.43,164.5,Simple (<=100),14.57,14.39,0.77,No,3,2019-10-01,2019-10-01,2020,0.18
BUTLER,1701716601,PILOT TRAVEL CENTERS LLC,17017166,2017-07-18,2017-10-24,2017-10-25,73,59,Simple (<=100),14,13.82,0.6,No,1,2017-10-01,2017-10-01,2018,0.18
BUTLER,1900245801,"DOWNS CONSTRUCTION COMPANY, LLC",19002458,2019-02-01,2019-05-14,2019-05-09,95,100,Simple (<=100),14.57,14.38,0.76,No,-5,2019-05-01,2019-05-01,2019,0.19
BUTLER,1701841101,"DUBLIN CONSTRUCTION CO., INC.",17018411,2017-07-31,2017-12-05,2017-12-05,238,292.5,Complex (200-400),18.14,17.95,1.84,No,0,2017-12-01,2017-12-01,2018,0.190000000000001
VP,1802694601,"PATCO CONSTRUCTION, INC.",18026946,2018-04-02,2018-08-16,2018-08-17,289.52,129,Complex (200-400),19.43,19.24,2.22,No,1,2018-08-01,2018-08-01,2019,0.190000000000001
BUTLER,1803546701,"NORTH VALLEY BUILDING SYSTEMS, INC",18035467,2018-07-12,2018-11-16,2018-11-19,238,204.25,Complex (200-400),18.14,17.95,1.84,No,3,2018-11-01,2018-11-01,2019,0.190000000000001
VP,1900628201,VANSTON-O'BRIEN C/O WOLVERINE STEEL ERECTORS,19006282,2019-06-28,2019-11-26,NA,375.2,67,Complex (200-400),21.57,21.38,2.86,No,NA,2019-11-01,NA,2020,0.190000000000001
VP,1803148001,AMERICAN REALTY & DEVELOPMENT LLC,18031480,2018-06-05,2018-09-12,2018-09-12,78.18,78.11,Simple (<=100),14.14,13.95,0.64,No,0,2018-09-01,2018-09-01,2019,0.190000000000001
VP,1700670901,"HANSEN-RICE, INC.",17006709,2017-05-10,2017-08-18,2017-08-22,83.5,71.8,Simple (<=100),14.29,14.09,0.68,No,4,2017-08-01,2017-08-01,2018,0.199999999999999
VP,1802536301,LYNAM CONSTRUCTION LLC,18025363,2018-04-05,2018-08-14,2018-08-14,260.04,303,Complex (200-400),18.71,18.5,2,No,0,2018-08-01,2018-08-01,2019,0.210000000000001
BUTLER,1702639801,"NORTH VALLEY BUILDING SYSTEMS, INC",17026398,2017-11-02,2018-01-30,2018-02-19,20,24,CII/FT,12.71,12.5,0.2,No,20,2018-01-01,2018-02-01,2018,0.210000000000001
VP,1902262101,"ALT CONSTRUCTION, LLC",19022621,2019-10-17,2020-02-21,NA,236.86,8,Complex (200-400),18.14,17.92,1.83,No,NA,2020-02-01,NA,2020,0.219999999999999
BUTLER,1804771601,HUDSON BROTHERS CONSTRUCTION COMPANY,18047716,2018-12-19,2019-05-14,2019-05-15,345,424.5,Complex (200-400),20.86,20.62,2.64,No,1,2019-05-01,2019-05-01,2019,0.239999999999998
BUTLER,1701884501,"DALJCON, L.L.C.",17018845,2017-08-04,2017-11-09,2017-11-10,65,84.75,Simple (<=100),13.86,13.62,0.54,No,1,2017-11-01,2017-11-01,2018,0.24
BUTLER,1901484901,"CUMBERLAND DESIGN & BUILDING CO., INC.",19014849,2019-07-08,2019-10-18,2019-10-21,93,186.5,Simple (<=100),14.57,14.32,0.75,No,3,2019-10-01,2019-10-01,2020,0.25
BUTLER,1902351401,SIWEK CONSTRUCTION CO.,19023514,2019-10-30,2020-02-14,NA,121,67.5,Moderate (100-200),15.29,15.03,0.96,No,NA,2020-02-01,NA,2020,0.26
VP,1802833701,TODD OSGOOD CONSTRUCTION LLC,18028337,2018-04-16,2018-07-17,2018-07-18,35.08,58.5,Simple (<=100),13.14,12.88,0.31,No,1,2018-07-01,2018-07-01,2019,0.26
BUTLER,1901285901,ANDERSON CONTRACTING LTD.,19012859,2019-06-10,2019-09-25,2019-09-26,121,191.5,Moderate (100-200),15.29,15.03,0.96,No,1,2019-09-01,2019-09-01,2020,0.26
BUTLER,1803145801,"NEW-BELLE CONSTRUCTION, INC.",18031458,2018-05-18,2018-08-30,2018-08-30,104,120.25,Moderate (100-200),14.86,14.6,0.83,No,0,2018-08-01,2018-08-01,2019,0.26
VP,1900622701,KIRBY STRUCTURES LTD,19006227,2019-06-26,2019-10-16,2019-10-17,149.6,269.25,Moderate (100-200),16,15.74,1.17,No,1,2019-10-01,2019-10-01,2020,0.26
BUTLER,1702290801,"ORADELL CONSTRUCTION CO., INC.",17022908,2017-09-22,2018-03-21,2018-03-22,537,472,High Complex (400-800),25.71,25.43,4.08,No,1,2018-03-01,2018-03-01,2018,0.280000000000001
BUTLER,1602312101,OREILLY AUTOMOTIVE,16023121,2016-10-04,2017-01-19,2017-05-24,120,131.25,Moderate (100-200),15.29,15,0.95,No,125,2017-01-01,2017-05-01,2017,0.289999999999999
BUTLER,1803260101,OREILLY AUTOMOTIVE,18032601,2018-06-06,2018-09-21,2019-09-05,120,124,Moderate (100-200),15.29,15,0.95,No,349,2018-09-01,2019-09-01,2019,0.289999999999999
VP,1901637501,PEOPLES CONSTRUCTION CORP.,19016375,2019-07-31,2019-10-25,2019-10-29,0,0,No Engineering Budget,12.29,12,0.05,No,4,2019-10-01,2019-10-01,2020,0.289999999999999
VP,1803425801,LEFEVER BUILDING SYSTEMS,18034258,2018-06-27,2018-10-09,2018-10-10,102.9,115.1,Moderate (100-200),14.86,14.57,0.82,No,1,2018-10-01,2018-10-01,2019,0.289999999999999
BUTLER,1803306901,ISLAND INDUSTRIES LTD.,18033069,2018-06-10,2018-09-11,2018-09-12,40,229.25,Simple (<=100),13.29,13,0.35,No,1,2018-09-01,2018-09-01,2019,0.289999999999999
BUTLER,1803254101,"MET-CON CONSTRUCTION, INC.",18032541,2018-06-01,2018-08-26,2018-08-27,0,380.5,No Engineering Budget,12.29,12,0.05,No,1,2018-08-01,2018-08-01,2019,0.289999999999999
VP,1700280101,"G G RICHARDSON, INC.",17002801,2017-01-27,2017-05-31,2017-06-08,216.89,160.62,Complex (200-400),17.71,17.42,1.68,No,8,2017-05-01,2017-06-01,2017,0.289999999999999
VP,1804669701,OUROWN CONSTRUCTION CORPORATION,18046697,2018-12-11,2019-03-07,2019-02-28,0,173,No Engineering Budget,12.29,12,0.05,No,-7,2019-03-01,2019-02-01,2019,0.289999999999999
BUTLER,1901651801,"FENTON CONSTRUCTION CO., INC.",19016518,2019-07-30,2019-11-12,2019-11-14,108,59.5,Moderate (100-200),15,14.7,0.86,No,2,2019-11-01,2019-11-01,2020,0.300000000000001
BUTLER,1902224001,"FAZIO HOLDINGS, LLC",19022240,2019-10-14,2020-01-30,NA,125,39.75,Moderate (100-200),15.43,15.12,0.99,No,NA,2020-01-01,NA,2020,0.31
BUTLER,1701403601,"HOLMGREN, INC.",17014036,2017-06-02,2017-09-11,2017-09-25,85,102.2,Simple (<=100),14.43,14.12,0.69,No,14,2017-09-01,2017-09-01,2018,0.31
BUTLER,1901904101,"WUNDERLICH BUILDERS, INC.",19019041,2019-09-03,2019-12-18,NA,113,113.75,Moderate (100-200),15.14,14.82,0.9,No,NA,2019-12-01,NA,2020,0.32
BUTLER,1803940201,VALLEY STEEL CONSTRUCTION FRESNO,18039402,2018-08-31,2018-12-04,2018-12-04,50,46.5,Simple (<=100),13.57,13.25,0.42,No,0,2018-12-01,2018-12-01,2019,0.32
BUTLER,1803240401,"AMERICAN STRUCTURES GENERAL, INC.",18032404,2018-06-01,2018-09-13,2018-09-17,101,168,Moderate (100-200),14.86,14.53,0.81,No,4,2018-09-01,2018-09-01,2019,0.33
VP,1901475301,"TRI-PLY CONSTRUCTION, LLC",19014753,2019-07-10,2019-10-25,2019-10-28,117.95,152.25,Moderate (100-200),15.29,14.95,0.93,No,3,2019-10-01,2019-10-01,2020,0.34
VP,1901440701,LEFEVER BUILDING SYSTEMS,19014407,2019-07-02,2019-11-21,NA,317.94,280.25,Complex (200-400),20.29,19.95,2.43,No,NA,2019-11-01,NA,2020,0.34
BUTLER,1701544401,"NORTHWEST CONTRACTING, INC.",17015444,2017-06-22,2017-11-02,2017-11-03,266,208,Complex (200-400),19,18.65,2.04,No,1,2017-11-01,2017-11-01,2018,0.350000000000001
BUTLER,1901073701,"NORTH VALLEY BUILDING SYSTEMS, INC",19010737,2019-05-10,2019-08-08,2019-08-08,20,19.5,CII/FT,12.86,12.5,0.2,No,0,2019-08-01,2019-08-01,2020,0.359999999999999
BUTLER,1803393201,"WENCO CONSTRUCTION COMPANY, LLC",18033932,2018-06-20,2018-09-24,2018-09-25,54,101.25,Simple (<=100),13.71,13.35,0.45,No,1,2018-09-01,2018-09-01,2019,0.360000000000001
BUTLER,1803940901,"JACKSON BUILDERS, INC.",18039409,2018-08-31,2018-12-18,2018-12-19,128,154.75,Moderate (100-200),15.57,15.2,1.01,No,1,2018-12-01,2018-12-01,2019,0.370000000000001
BUTLER,1803940101,VALLEY STEEL CONSTRUCTION FRESNO,18039401,2018-08-31,2018-12-04,2018-12-05,48,51.75,Simple (<=100),13.57,13.2,0.41,No,1,2018-12-01,2018-12-01,2019,0.370000000000001
VP,1702133101,"COOPER CONSTRUCTION COMPANY, INC.",17021331,2017-09-08,2018-01-02,2018-01-03,167.96,208,Moderate (100-200),16.57,16.2,1.31,No,1,2018-01-01,2018-01-01,2018,0.370000000000001
BUTLER,1902029001,"HME, INC.",19020290,2019-09-19,2020-03-12,NA,505,98,No Engineering Budget,25,24.62,3.84,No,NA,2020-03-01,NA,2020,0.379999999999999
BUTLER,1702667301,CLOUSE CONSTRUCTION CORP.,17026673,2017-11-07,2018-03-01,2018-03-02,156,258,Moderate (100-200),16.29,15.9,1.22,No,1,2018-03-01,2018-03-01,2018,0.389999999999999
VP,1803017101,CURTIS LAYER DESIGN/BUILD INC.,18030171,2018-05-07,2018-09-26,2018-09-26,316,296.25,Complex (200-400),20.29,19.9,2.42,No,0,2018-09-01,2018-09-01,2019,0.390000000000001
VP,1802930901,"BUILDING STRUCTURES & EXTERIORS, LLC",18029309,2018-06-04,2018-09-06,2018-09-21,40.6,57.5,Simple (<=100),13.43,13.02,0.35,No,15,2018-09-01,2018-09-01,2019,0.41
BUTLER,1803665901,KOCH CONSTRUCTION COMPANY,18036659,2018-07-27,2018-10-30,2018-10-30,46,43.25,Simple (<=100),13.57,13.15,0.39,No,0,2018-10-01,2018-10-01,2019,0.42
BUTLER,1700400901,OREILLY AUTOMOTIVE,17004009,2017-02-07,2017-05-26,2017-08-28,120,176.75,Moderate (100-200),15.43,15,0.95,No,94,2017-05-01,2017-08-01,2017,0.43
